deviation_id,opened_date,closed_date,due_date,status,severity,site,department,process,product,batch_id,equipment_id,supplier_id,sop_id,owner,short_description,root_cause_category,capa_id,recurrence_flag
DEV-229,2025-04-30,2025-05-18,2025-05-21,closed,major,Berlin Site,QA Operations,Supplier Qualification,Product B,BATCH-2026-114,,SUP-015,SOP-064,Packaging Owner 01,Synthetic supplier qualification deviation requiring documented QA review.,supplier documentation,,True
DEV-230,2025-10-19,2025-11-21,2025-11-30,closed,minor,Berlin Site,Production,Weighing,Product B,BATCH-2026-026,EQ-010,,SOP-066,QA Owner 01,Synthetic weighing deviation requiring documented QA review.,documentation gap,,False
DEV-231,2025-05-06,2025-05-12,2025-05-26,closed,minor,Berlin Site,Production,Cleaning,Product B,BATCH-2026-028,EQ-020,,SOP-100,Validation Owner 01,Synthetic cleaning deviation requiring documented QA review.,supplier documentation,,False
DEV-232,2025-08-16,2025-08-29,2025-09-05,closed,minor,Berlin Site,Production,Weighing,Product C,BATCH-2026-162,EQ-001,,SOP-067,QA Owner 01,Synthetic weighing deviation requiring documented QA review.,SOP interpretation,,False
DEV-233,2025-08-31,2025-10-08,2025-09-26,closed,minor,Berlin Site,Production,Granulation,Product A,BATCH-2026-161,EQ-014,,SOP-016,Packaging Owner 01,Synthetic granulation deviation requiring documented QA review.,equipment setup,,False
DEV-234,2026-03-01,,2026-04-05,open,minor,Basel Site,Production,Weighing,Product A,BATCH-2026-023,EQ-011,,SOP-097,Packaging Owner 01,Synthetic weighing deviation requiring documented QA review.,supplier documentation,,False
DEV-235,2025-05-30,2025-06-30,2025-07-01,closed,major,Basel Site,QA Operations,Supplier Qualification,Product C,BATCH-2026-088,,SUP-008,SOP-007,QC Owner 02,Synthetic supplier qualification deviation requiring documented QA review.,supplier documentation,,True
DEV-236,2025-10-12,2025-10-30,2025-11-16,closed,major,Basel Site,Engineering,Equipment Maintenance,Product A,BATCH-2026-081,EQ-017,,SOP-079,Validation Owner 01,Synthetic equipment maintenance deviation requiring documented QA review.,supplier documentation,,False
DEV-237,2025-05-16,,2025-06-20,in_progress,major,Basel Site,QA Operations,Supplier Qualification,Product A,BATCH-2026-047,,SUP-003,SOP-012,QA Owner 01,Synthetic supplier qualification deviation requiring documented QA review.,supplier documentation,CAPA-036,False
DEV-238,2026-01-22,2026-02-18,2026-02-28,closed,major,Basel Site,QA Operations,Supplier Qualification,Product C,BATCH-2026-075,,SUP-014,SOP-012,QA Owner 02,Synthetic supplier qualification deviation requiring documented QA review.,SOP interpretation,,False
DEV-239,2026-02-16,2026-03-28,2026-03-14,closed,minor,Basel Site,QA Operations,Supplier Qualification,Product C,BATCH-2026-031,,SUP-001,SOP-075,Validation Owner 01,Synthetic supplier qualification deviation requiring documented QA review.,supplier documentation,CAPA-027,False
DEV-240,2025-11-10,2025-12-22,2025-12-25,closed,minor,Basel Site,Engineering,Equipment Maintenance,Product C,BATCH-2026-032,EQ-008,,SOP-090,Production Owner 02,Synthetic equipment maintenance deviation requiring documented QA review.,supplier documentation,,False
DEV-241,2025-09-15,2025-10-07,2025-10-06,closed,minor,Basel Site,Production,Weighing,Product A,BATCH-2026-120,EQ-017,,SOP-041,Packaging Owner 01,Synthetic weighing deviation requiring documented QA review.,documentation gap,,False
DEV-242,2025-08-26,2025-09-13,2025-09-25,closed,minor,Basel Site,Engineering,Equipment Maintenance,Product A,BATCH-2026-022,EQ-004,,SOP-020,QA Owner 01,Synthetic equipment maintenance deviation requiring documented QA review.,equipment setup,CAPA-042,True
DEV-243,2026-02-17,2026-03-18,2026-03-16,closed,minor,Basel Site,Production,Weighing,Product C,BATCH-2026-138,EQ-016,,SOP-067,QA Owner 02,Synthetic weighing deviation requiring documented QA review.,equipment setup,,False
DEV-244,2026-01-16,2026-02-25,2026-02-13,closed,minor,Basel Site,QA Operations,Supplier Qualification,Product B,BATCH-2026-080,,SUP-008,SOP-048,QA Owner 01,Synthetic supplier qualification deviation requiring documented QA review.,equipment setup,,False
DEV-245,2026-01-11,,2026-02-24,in_progress,major,Basel Site,Engineering,Equipment Maintenance,Product A,BATCH-2026-116,EQ-010,,SOP-034,QA Owner 01,Synthetic equipment maintenance deviation requiring documented QA review.,supplier documentation,,True
DEV-246,2026-01-06,2026-01-24,2026-01-28,closed,major,Berlin Site,QA Operations,Supplier Qualification,Product A,BATCH-2026-175,,SUP-004,SOP-082,QA Owner 02,Synthetic supplier qualification deviation requiring documented QA review.,SOP interpretation,,False
DEV-247,2025-07-02,2025-08-11,2025-08-09,closed,minor,Berlin Site,Production,Weighing,Product A,BATCH-2026-180,EQ-019,,SOP-057,QC Owner 02,Synthetic weighing deviation requiring documented QA review.,documentation gap,,False
DEV-248,2026-01-16,,2026-02-10,open,minor,Basel Site,Production,Granulation,Product A,BATCH-2026-059,EQ-009,,SOP-086,Production Owner 01,Synthetic granulation deviation requiring documented QA review.,supplier documentation,,False
DEV-249,2025-08-09,,2025-09-12,open,major,Basel Site,Production,Weighing,Product C,BATCH-2026-156,EQ-017,,SOP-088,Validation Owner 01,Synthetic weighing deviation requiring documented QA review.,documentation gap,CAPA-065,False
DEV-250,2025-09-27,,2025-11-06,in_progress,minor,Basel Site,Engineering,Equipment Maintenance,Product A,BATCH-2026-141,EQ-004,,SOP-076,Packaging Owner 01,Synthetic equipment maintenance deviation requiring documented QA review.,SOP interpretation,,False
